algo,data,ari,nmi,n_c,ex_time
cms,gtsrb,0.5884871226605473,0.6606422340234995,2000,40.186875104904175
cms,gtsrb,0.5949764674722641,0.6713425188171923,2000,41.42565107345581
cms,gtsrb,0.568309006148605,0.657303281629525,2000,49.845227003097534
cms,gtsrb,0.5825710674322379,0.6598138097310982,2000,36.7042121887207
cms,gtsrb,0.5535917395114318,0.6431890028302095,2000,36.5946855545044
cms,gtsrb,0.5732152802552926,0.6500650203148238,2000,37.01126217842102
cms,gtsrb,0.5134693824642209,0.6195704300787399,2000,44.44403529167175
cms,gtsrb,0.5248901071494151,0.6387468100401295,2000,53.74221301078797
cms,gtsrb,0.6355108468214355,0.676259559005543,2000,43.2117280960083
cms,gtsrb,0.5002123137313624,0.6468278098907484,2000,37.51714754104614
avg,gtsrb,0.5635233333646812,0.6523760476361509,2000,42.06830370426178
